created_at,user_id,topic_id,stemmed_message,sentiment,sentiment_score
2023-10-25,29,0,kesan pesan dalam tugas takut senang sisi kali ajar aplikasi blender takut senang ajar,negative,0.9686787724494934
2023-10-25,30,0,ajar materi beda modelsmodels 3d menjadiebih erti perbedaanya,neutral,0.9758762717247009
2023-10-25,14,1,alhamdulillah lancar kakak asprak mantul moga sulit adik tingkat lancar wisuda,positive,0.90852290391922
2023-10-25,13,1,materi sulit butuh sabar terampil extra kerja milik alam editing 3d sulit kerja moga selesai tugas,negative,0.9842224717140198
2023-10-25,31,0,project 3d pakai software blender first time pakai software bagus keren senang mikir susah banget laptop spek nya rendah ajar mudah mudah ambil project lapis planet saturnus ajar lapis planet anjur media 3d serta didik maksimal paham kognitif tahap modelling selesai 5 pemberitahuan project tanggal 25 oktober jam 645 an d4204 demonstrasi modellingku lecturer moga tahap tahap maksimal terima kasih lecturer mas assistant cepat share tentu tulis lapor,positive,0.41870540380477905
2023-10-25,32,0,ajar software blender tools temu software tambah wawas 3d kembang kreativitas jujur suka software kurang paham asistensi assisten praktek erti lupa tools langkah langkah buat asprak bantu senang hati,neutral,0.9269227385520935
2023-10-25,31,1,tahap modelling selesai 5 pemberitahuan project tanggal 25 oktober jam 645 an d4204 demonstrasi lecturer demonstrasi jalan lancar ac tahap modelling bantu kakak tingkat dasar operasi blender first time guna senang hasil muas moga tahap tahap maksimal saran info lapor tentu tulis terima kasih lecturer mas assistant,neutral,0.9674851298332214
2023-10-25,33,0,alam tugas 3d seru banget ya ajar blender pusing jus eh stres hehe untung tutor youtube teman kating rela luang ngajarin terima kasih kesediaanya syukur banget sih selesai asistensi tahap modelling moga depan lancar aamiin moga cepat mgvtulation deh biar plong alhamdulillah asisten praktikum fastrespon kalo dichat chil lupa dibantuin makas makas sih temu disukain dasar proses validasiasistensiku ya,positive,0.9708894491195679
2023-10-25,20,1,software blender ajar belah objek gabung objek lainlain erti shortcutshortcut kembang produk 3d blender cari tutorial youtube ajar kakak tingkat teman angkat,neutral,0.9869612455368042
2023-10-25,9,2,alam ajar materi butuh teliti sabar ulet paham tutorial refrensi dekat bab luas imajinasi bayang tekstur warna objek alam bab jelas objek bentuk,neutral,0.47202035784721375
2023-10-25,35,0,materi kali alhamdulillah pusing bingung ngarahin ajar samasama serasa tugas mgv ya kalo ajar blender,negative,0.9878936409950256
2023-10-27,36,1,alam validasi seru asprak baikuntuk ajar materi lumayan susah,negative,0.7101681232452393
2023-10-26,37,1,asyik seru tantang terseokseok ajar otodidak tutor baya kating nikmat,positive,0.9941107630729675
2023-10-26,37,0,maaf rekanrekan mahasiswa tep 23 sopan mohon bimbing akademik sikap terima kasih,neutral,0.9039490222930908
2023-10-26,38,0,alam aju judul berguras pikir jadwal mata kuliah kalah cepat aju judul kelas juduljudul turut mudah isi penuh temantemanku bingung ambil judul pilih ambil judul anatomi usus manusia judul ac gegas beli kertas stempel kwu besok nya tanda tangan mas assistant,negative,0.9833085536956787
2023-10-26,38,1,alam modelling tarik judul terima lalu validasi tenang kuasa blender tutorial youtube coba nya gagal menang ovt tau kapai coba nya nol doa sekhusyu2nya tara im happy with my progres,positive,0.8412665724754333
2023-10-26,41,0,suka moga bintang ajar blender suka revisi tolong mas revisijangan terima kasih mas,neutral,0.38513830304145813
2023-10-26,42,0,website nya bagus mudah paham keren bantu ajar inovasi media grafis 2d 3d seru,positive,0.9950586557388306
2023-10-26,43,0,ngerjain menang ngeluh gapapa deh materi banget ajar terima kasih lecturer,positive,0.9136322736740112
2023-10-26,44,0,seru sih ajar 3d tugas cari cari asprak kesal seru main main 3d,negative,0.9838413596153259
2023-10-26,45,0,alam blender ddalam desain 3d buat smk smk halang covid 19 pemberljaran evektif materi model suka sistensi asisten milik keingina sifat beda iitu mebuat terkadang bingung,neutral,0.4947138726711273
2023-10-26,23,1,mgv jaya jaya jaya jaya jaya stres gapapa happy kayak terimakasih hehe,positive,0.6972573399543762
2023-10-26,1,1,usaha bab modelling ya allah ya allah everyday terima kasih tugas tugas nyebut sekian,positive,0.6793811917304993
2023-10-26,43,1,alhamdulillah selesai tugas grafis visual paham proses buat bahan ajar peran ajar,neutral,0.7510838508605957
2023-10-26,46,1,alhamdulillah proyek selesai ajar proyek 3d syukur selesai bab 1,positive,0.6917033791542053
2023-10-26,46,0,suka hapus bidang sulit tata objek ajar ulang kali,negative,0.9839401245117188
2023-10-26,28,1,modul ajar bagus ajar modul simpel keren modul mudah akses,positive,0.9884135127067566
2023-10-26,47,0,ikut matkul tau erti 2d 3d erti tooltool sekar erti ajar proses matkul,neutral,0.9883558750152588
2023-10-26,42,2,materi nya mudah paham bahasa inggris aku tau materi coloring texturing,positive,0.9907735586166382
2023-10-26,48,0,ajar kali materi ajar tarik mana tugas desain produk 3d,neutral,0.9196056723594666
2023-10-26,21,1,seru banget tugas cuman laptop bikin greget moga rezeki biar beli laptop amin,positive,0.9941197633743286
2023-10-26,50,1,alam ajar campur aduk pusing hadap laptopsaya sulit laptop pada jujur mampu 0 karnasaya lulus ips makan kagettapi papa usaha menghianati hasilyang los hehehe puji tuhan sulit capeeini etik ya pokok teh capek bangettsoalnya duduk terussakit punggung,negative,0.9946290850639343
2023-10-26,51,1,alam kuliah ngeri ngeri sedap tugas mgv untung bidang passion tep bikin susah sih bikin produk asistensi nya ribet huhu emotnangis sekian thankyou,negative,0.7077332139015198
2023-10-26,50,0,objek garis lengkung kendali derajat lengkung mana tools cocok,neutral,0.8707891702651978
2023-10-26,17,1,suka kerja tantang tugas minggu tambah deadline lumayan mula asprak temu katingnya bantu adik susah,negative,0.6142875552177429
2023-10-26,51,0,kuliah aman aman sih hehe kayak gampang banget gitoh i suka matkul matkul tep lucu lucu dosen sabar sabar lecturer abah zain hehe,positive,0.9943894743919373
2023-10-26,52,1,moga kuat tamat tugas lumayan tantang teka teki mecahin asprak lumayan sueru rodok rodok,negative,0.8317811489105225
2023-10-26,27,0,imgv tugas 3d alam kali softwere blender sulit kembang produk tutor teman kakak tingkat mudah ajar blender alam bilang konyol proses buat produk kampus menang asdos demonstrasi produk asdos menguhubungi asdos jam 1700 jam hampir asdos 1809 demonstrasi tutup jam 1800 asdos milik tuju sendiri tahu badmood putus batal demonstrasi asdos bab 1 3d moga kuatkuat deh moga lancar urus dosen asdos asprak rekan,negative,0.9526103734970093
2023-10-26,53,0,ajar 3d aplikasi blender paham tools blender pakai aplikasi pakai aplikasi bingung 3d,neutral,0.9882259964942932
2023-10-26,54,1,suka giat media 3 dimensi ajar desain kenal desain kuliah sulit sesuai usaha tugas desain selesai sesuai deadline asistensi bantu baik ajar jadi hasil modeling,negative,0.7809615135192871
2023-10-26,54,0,pilih judul produk bingung erti desain cari referensi tutorial buat modeling blender putus pilih judul,neutral,0.9576703310012817
2023-10-26,26,1,tugas modelling bab selesai pusing model hasil buruk proses demosntrasinya ulang hadap asisten praktikum jalan lancar,negative,0.9868910908699036
2023-10-26,5,2,ajar coloringtexturing samasama rumit modelling kemarin rumit modelling,negative,0.8372900485992432
2023-10-27,55,0,imgv asik banget saking asik nya pengin menang alam bikin desain 3d,positive,0.9966995120048523
2023-10-27,45,1,materi modeling sulit model type software beda suka model terkadang salah erti shortcut sengaja erti asisten asisten erti mampu,negative,0.603333592414856
2023-10-27,57,0,ajar materi suka wawas paham cepat harap larai materi,negative,0.48764172196388245
2023-10-27,59,0,sungguh alam tantang mana sentuh software editing 3d usaha kuasa ilmu nya,positive,0.9655450582504272
2023-10-27,59,1,ajar 3d mana sentuh software 3d proses asistensi rumit kating,neutral,0.9458964467048645
2023-10-27,60,0,materi ajar benda blender satu hasil model model 3d cepat suka model 3d lengkung bentuk sesuai suka proses blok gambar teliti alam asistensi senang bawa santai masuk masuk guna,neutral,0.7166956067085266
2023-10-27,61,1,materi kali senang materi ajar materi tarik mana desain modeling kreatifitas sisi sulit dasar tau materi alami sulit kerja,negative,0.9602587223052979
2023-10-27,61,0,materi alami sulit dasar materi tantang jangka sebentar tugas,neutral,0.6816518306732178
2023-10-27,62,0,alam ajar materi paham materi proses validasi asisten asisten ramah,neutral,0.8175004124641418
2023-10-27,55,1,ajar imgv bikin stres fikir fikir asik tugas imgv hubung teman obrol obrol ketemu asprak asik asik heheh moga bab lancar amin,positive,0.9308063983917236
2023-10-27,22,2,alam ajar teksturing kesan kali ajar 3d blender sungguh alam kesan moga kuat,positive,0.9771069884300232
2023-10-27,64,0,penasaran ajar sisi sulit tools asik fungisonalnya shortcut depan bimbing tentu judul luang ringkup pilih sempit tantang serah proses kerja pantang utama malas ajar nyaman program software malas ajar program software,negative,0.990496039390564
2023-10-27,65,0,alam tugas 3dimensi rintang rintang halhal bekal apa teknologi mata kuliah erti bidangbidang erti edit produk suka teman bantu teman ehehe,negative,0.42185258865356445
2023-10-27,66,1,alam ajar sulit mula ajar materi alam rasa pusing pusing nya pusing banget hehehe erti edit blender istighfar terus ucap allah allah terus,negative,0.9535477161407471
2023-10-27,67,1,ajar matri tarik seru tidsk suka susah cari ide bingung proses asistensi seru pol revisi hehehe,positive,0.639753520488739
2023-10-27,67,0,ajar matri tarik seru tidsk suka susah cari ide bingung proses asistensi seru pol revisi hehehe dikit dikit yaallah yaallah hehehe,negative,0.5167960524559021
2023-10-27,68,0,suka duka materi suka nya paham erti pikir ajar nya senang object 3 dimensi paham erti tagih edit edit kualitas produk bagus bagus duka nya awal pusing langsung tugas arah erti guru tuntut mandiri gantung sulit paham softwarenya dosen bilang lecturer gampang mudah sulit,negative,0.9880020618438721
2023-10-27,68,1,asistensi nervous langsung asisten praktikum nervous temu asprak kakak kakak asprak helpful tugas tugas tugas relasi kakak tingkat lepas asistensi doa kakak asprak mudah tugas mudah perkuliahanya lulus terimakasih kakak kakak asprak,positive,0.822941243648529
2023-10-27,69,0,pribadi materi tarik senang materi 2d materi temu tahu pengerjaanya bantu temanteman materi tingkat interaksi sosial teman kakak tingkat,neutral,0.98201984167099
2023-10-27,69,1,bab lumayan sulit kali ajar halhal bantu temanteman selesai asisten praktikum asik berat tugas,negative,0.9839335083961487
2023-10-27,70,1,alam ajar pantang serah ajar mgv alam mgv tarik butuh konsentrasi kerja mgv mantap semangat,positive,0.9856530427932739
2023-10-27,71,0,alam aplikasi blender kali seru sulit operasi aplikasi tahu pasti ajar ajar imgv sulit injak bab 1 bab pusing bingung operasi aplikasi alam asistensi uji asistensi mas assistant tantang tantang paham operasi blender,negative,0.8729711174964905
2023-10-27,71,1,bab modelling ajar arah aplikasi blender product bingung operasi ajar hasil ajar teman paham modelling product kali moga depan paham operasi aplikasi blender bab 1 alam asistensi asprak alhamdulillah jalan lancar cepat ac,positive,0.541588544845581
2023-10-27,35,1,benerbener mah kalo orangorang ngajari stres berat ya alhamdulillah disyukurihidup dirasain proses instan percaya kalo kuat semangat,positive,0.9250315427780151
2023-10-27,72,0,pilih judul ragu opsi judul cari opsi judul pakai teman tentu judul kali aju judul spreadsheet judul teman harus konfirmasi judul sih beri tantang putus aju judul terima judul pilih mudah saya paham erti fiturfitur aplikasi blender bantu video tutorial youtube browsing internet selesai tugas imgv judul pilih,neutral,0.8313912749290466
2023-10-27,72,1,sulit bab modelling minim artikel video tutorial judul coba temanteman ubah bentuk senang ajar aplikasi blender aplikasi butuh model tiru objek tampil digital selesai bab modelling bantu asisten praktikum imgv bantu proses modelling demontrasi bilang alat pada jadi duga hadap bab,neutral,0.747187077999115
2023-10-27,73,0,materi 3d tarik tantang inovasi baru kembang kali aplikasi blender sulit nali fitur fitur aplikasi blender fitur fitur kenal detail bingung implementasi langkah langkah tutorial dalam modelling giat asistensi validasi asisten praktikum jalan lancar demonstrasi alami kendala laptop giat asistensi jalan lancar,neutral,0.8809834122657776
2023-10-30,74,0,materi materi sulit mdelling dasar aplikasi blender tau dasar nya mudah 3d aplikasi blender,negative,0.4797210693359375
2023-10-27,75,1,kasih tugas 3d oke 45 kasih tau selesain bab minggu situ panik cepat aju judul biar kayak teman sumpah tuh pusing banget gambar buat kayak cari referensi putus bikin gunung rap buru ngisi gform panik salah tanggal huhuhu gapapa aman benerin judul diac bikin panik tuh ngisi kertas gabole coret typo sumpah tuh ngisinya hati banget kalo keluar jatah uang makan beli kertas untung salah noda dikit banget gara bulpoinnya kering hapus jebret deh cerita segitu ya bab,negative,0.9917142987251282
2023-10-28,65,1,aplikasi blender lumayan rumit ajar intiinti aplikasi erti mudah,positive,0.8483434319496155
2023-10-28,66,0,alam materi senang bangga bikin aplikasi blender hehehe baik sesuai,positive,0.9931911826133728
2023-10-28,77,1,matkul mgv kali masuk materi 3d materi lecturer tugas mahasiswa angkat 23 karya 3d ajar desain lantas kaget dengar tugas lecturer pikir tempuh didik s1 jurus syukur jurus tep dulunya karya 3d alhamdulillah desain karya 3d bagus teman teman bangga capai ajar mata kuliah suruh cerita alam suka materi tentu suruh kontrak ribet maksud langsung bikin desain 3d nya langsung capek capek tanggal nya temu aspr,negative,0.745351254940033
2023-10-28,77,0,matkul mgv kali lecturer tugas mahasiswa angkat 23 desain 3d lecturer memberitahukan tugas kaget frustasi berfikiran ajar desain coba lihat media youtube tutorial desain karya 3d coba software blender desain 3d tarik tentu nya ribet,negative,0.972850501537323
2023-10-28,3,1,modelling alam seru tambah skil kait 3d asprak komunikatif bab jalan lancar,positive,0.9935092329978943
2023-10-28,78,0,jujur ajar blender kali hidup bingung banget tugas hallsuisseo alam ajar suka ya asistensi alhamdulillah asisten super pol bab 1 jalan lancarsemangat 7 ab,positive,0.9680377840995789
2023-10-28,79,0,suka desain 3d desain 3d gambar imajinasi nyata suka bingung buat 3d,neutral,0.37322381138801575
2023-10-28,79,1,suka materi 3d tarik ajar terkadang bingung aplikasi imajinasi dalam bentuk 3d,neutral,0.5097929835319519
2023-10-29,60,1,alam tarik ajar milik basic usaha kuasa praktikum kakak asisten ramah,positive,0.9398552775382996
2023-10-29,80,0,paham blender dasar nya paham lumayan habis hal tugas paham dasar blender ya produk selesai asistensi praktikum selesai report card salah tanggal mana miskom mas assistant moga kurang skor akibat lambat deadline,positive,0.5358821153640747
2023-10-29,80,1,hal kritik saran kerja modeling butuh cepat kejar deadline ngerjakan dasar nya,neutral,0.7644875049591064
2023-10-30,74,1,kemarin asistensi pruduk bab modelling alhamdulillah mudah mendemontrasinya dasar dasar aplikasi blender,positive,0.5358607172966003
2023-10-30,83,0,spil khawatir bingung laptop sesuai alhamdulilah beli modelling lumayan susah,negative,0.974358856678009
2023-10-30,84,1,suka ajar materi suka jiakalau bawa mouse susah bawa mouse,negative,0.849520742893219
2023-10-30,84,0,susah cari benda tingkat kreativitas rendah pilih mobil judul suka mobil inspirasi internet mobil,neutral,0.7263341546058655
2023-10-30,85,1,ajar mgv seru banget seru nya bintang eheheheh kali ya menang garagara imgv menang cinta imgv lecturer ehe seru sih mencaricari asprak tuh kenal katingkating tambah teman seru buru bintang lecturer sulit ku bikin 3d sih toolstools nya kadang bikin bingung pakai mouse ribet huhu imgv mudah mood ku teman ngerjain bareng bareng seru kaya eheheh,positive,0.9745423197746277
2023-10-30,86,0,aju judul erti tipe media ajar 3d pilih cocok pilih produk,neutral,0.9970273375511169
2023-10-30,86,1,bab modelling laksana asistensi asprak saran saran baik depan,neutral,0.9959502220153809
2023-10-31,4,0,proses cari judul sulit adu cepat cari judul cadang judul terima,negative,0.9945171475410461
2023-10-31,87,0,buat modelling bingung blender kali apk buat 3 dimensi datang teman senang hati ajar guna apk sabar suka lupa,negative,0.7945173382759094
2023-10-31,88,0,alam software blender bingung beda software 2d lihat youtube tutor teman,neutral,0.7310178279876709
2023-10-31,88,1,bingung untung validasi lecturer challenge challenge susah modelling lancar,negative,0.992920458316803
2023-10-31,14,2,moga kwat deh terimakasi kakak kakak asprak sulit sabar tunggu demonstrasi,positive,0.7426987886428833
2023-10-31,89,1,oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke,neutral,0.9835453629493713
2023-10-31,89,0,alhamdulillah habis uang uang makan minggu beli kertas elite,neutral,0.77207350730896
2023-10-31,91,0,alam mempejalajari materi golong sulit sentuh software blender basic,neutral,0.9830176830291748
2023-10-31,12,2,coloring pusing tujuh keliling ajar coloring texturing blender kir,negative,0.9905301928520203
2023-10-31,92,2,coloring mudah cuy gegara projek ku ikut mudah ya yaudah - moga lancar,positive,0.9723004698753357
2023-10-31,69,2,bab mudah ajar bab modelling erti macammacam shortcut blender ajar youtube coloring texturing seru,positive,0.953421413898468
2023-10-31,2,3,pusing tujuh keliling coloring texturing lighting hadeuh tugas semangat,negative,0.8573546409606934
2023-10-31,88,3,lighting pusing tujuh keliling pertamakali pakai software blender moga lancar ajadeh bab bab aamiin,positive,0.922125518321991
2023-11-01,7,2,alam kesan ajar modelling texturing kaya ajar hihi semangat,positive,0.9736826419830322
2023-11-01,37,2,seru tambah insight sayang versi lawas lumayan susah cari referensi tutiorial,positive,0.8443106412887573
2023-11-01,78,1,modeling jujur kali apk blender lose thingking pikir edit cari tutorial youtube diliatin pakai 025 speed biar paham alhamdulillah sesuai deadline asistensi asisten banget bantu,negative,0.6669474840164185
2023-11-01,93,0,modelling ambil ajar pertama basic aplikasi blender aplikasi blender kurang ajar ambil,negative,0.636371910572052
2023-11-01,11,2,kritik saran demonstrasi produk alam kerja milik keluh kait lambat datang asprak demonstrasi produk seringkali tunggu ganggu efisiensi demonstrasi membuangbuang saran selenggara hadir asprak demonstrasi jalan lancar aplikasi imgv alami bug ganggu alam ikut demonstrasi produk saran lapor kembang aplikasi baik tingkat kualitas lelah keroyok tugastugas saran teman peka bantu tugas tugas berat,negative,0.9745166301727295
2023-11-01,41,3,seru seru revisi sabar butuh tutorial ajar mword margin biar reportku salah,positive,0.4423392415046692
2023-11-01,27,2,impostor bintang tugas imgv temanteman keliahan sifat aslinnya pulang malam revisi gapapalah moga kuatkuat ajaah,positive,0.8456385731697083
2023-11-01,24,2,ya allah moga laptop diri selesai tugas imgv lancar hasil sempurna telat 1 detik moga laptop ku rewel ya allah moga waras imgv selesai moga selesai bobok pikir ya allah,negative,0.9011236429214478
2023-11-01,25,2,moga laptop aman lancar 3d akhirdan moga menyeleaikan tugas imgv sempurna hasil muas amin,positive,0.9743513464927673
2023-11-01,95,0,sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar,positive,0.6189832091331482
2023-11-01,96,0,moga lancar kesabara tabah sabar sabar sabar sabar sabar sabar sabar si,positive,0.9612696170806885
2023-11-01,96,1,bismillah nomor nomor manut alur e gusti lan sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar,positive,0.5510896444320679
2023-11-01,10,2,suka coloring seru nyatu2 warna laptop serasa ledak validasi alhamdulillah kakak baikbaik banget bantuin banget apaapa menang hehehehe terimakasih ya kakak moga hari minggu,positive,0.9940429329872131
2023-11-01,26,2,alam bab texturing kepala pusing mumet karuan bingung pasuk texture 3 hari bisabisa salah mencet texturenya,negative,0.9976084232330322
2023-11-01,3,2,alhamdulliilah bab coloring sulit asistensi cepat asprak mudah hubung fast respon,negative,0.8312332630157471
2023-11-01,97,1,modelling bab 1 lelah hahaha uras tenaga uras pikir jam tidue ubah usaha keras offering ku asa anak egois cewek ego anak suka sikap ya hehe,negative,0.9966488480567932
2023-11-01,98,0,pilih produk bikin binggung judul produk judul uda pakai teman teman binggung pilih judul produk,neutral,0.6267932057380676
2023-11-01,38,2,coloring mudah modeling proses susah menang menang 3 jam garagara laptop mati deadline h1 yaallah100x yaallah yaallah yaallah yaallah yaallah,positive,0.5963761806488037
2023-11-01,19,0,cerita alam aju produk mudah aju judul produk meunggu ac lanjut ttd prc sih mudah bikin susah tuh ya anak ambil judul salah sih,negative,0.9973176121711731
2023-11-01,19,2,coloring texturing unexpected banget tutor youtube mudah eh praktek susah otodidak 3d blender alhamdulillah gagal berkalikali hasil muas,negative,0.9803037047386169
2023-11-01,99,0,alam materi tegang pilih juduk timbang babbab depan kenal buka aplikasi blender pilih judul berat depan,neutral,0.5510640144348145
2023-11-01,99,1,ajar materi bab 2 i kejut tegang kali blender tools erti ajar modeling pusing desain selesai,negative,0.9742982983589172
2023-11-01,99,2,materi kali pusing 3 malam temu solusi salah tools tekstur masuk,negative,0.9172707796096802
2023-11-01,35,2,alhamdulillah bab kali ringan texture cocok banget texturenya malahsemangat bismillah lancar ros,positive,0.9945830702781677
2023-11-01,8,2,alhamdulillah coloring lumayan mudah daripda modelling heheasprak bab 2 asyik bantu sekalisuks kak daffa,positive,0.9843341708183289
2023-11-01,5,3,alam ajar bab lighting lumayan bingung atur lighting cocok objek,negative,0.5829263925552368
2023-11-01,9,3,alam ajar materi tantang teliti tepat langkah proses keluh kesah asi enjoy your proces,neutral,0.7963045239448547
2023-11-02,33,2,praktek materi proses coloring mending daripads proses modelling butuh proses asistensi kali lega revisi kumpul projek asprak ramah,positive,0.6557506918907166
2023-11-02,67,2,bab coloring texturing seru tarik ubah ubah warna sesuai cerita kalo tugas mgv begadang huhuhu dah rasa enak tidur siang hehehe tugas seru pol,positive,0.995623767375946
2023-11-02,74,2,bab 2 bingung bab 1 tau tempat tekstur warna objek tutor mudah bab 2,negative,0.9748831391334534
2023-11-02,101,0,alam 3d mana buat pikir buat senang tambah terampil editing harap moga depan mudah alhamdulillah judul divalidasi coba,negative,0.6564693450927734
